Time,ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 1:Des Heat Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 1:Des Heat Cap [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 1:Des Cool Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 1:Des Sens Cool Cap [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 1:Des Tot Cool Cap [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 2:Des Heat Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 2:Des Heat Cap [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 2:Des Cool Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 2:Des Sens Cool Cap [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 2:Des Tot Cool Cap [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 3:Des Heat Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 3:Des Heat Cap [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 3:Des Cool Mass Flow [kg/s],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 3:Des Sens Cool Cap [W],ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC:DesPer 3:Des Tot Cool Cap [W]
11:00:00,4.554678E-02,9.380623E+02,3.850701E-01,4.556066E+03,4.596766E+03,4.554678E-02,1.198940E+03,3.099765E-01,3.454961E+03,4.657562E+03,2.367937E-01,8.702537E+03,4.554678E-02,0.000000E+00,0.000000E+00
12:00:00,4.554678E-02,8.684949E+02,3.979356E-01,4.769327E+03,4.806097E+03,4.554678E-02,1.129373E+03,3.232718E-01,3.673228E+03,4.837998E+03,2.367938E-01,8.702537E+03,4.554678E-02,0.000000E+00,0.000000E+00
13:00:00,4.554678E-02,8.128409E+02,4.106134E-01,4.966567E+03,5.005861E+03,4.554678E-02,1.073719E+03,3.361369E-01,3.872670E+03,5.035743E+03,2.367938E-01,8.702538E+03,4.554678E-02,0.000000E+00,0.000000E+00
14:00:00,4.554678E-02,7.780572E+02,4.340525E-01,5.263058E+03,5.312799E+03,4.554678E-02,1.038935E+03,3.592493E-01,4.165470E+03,5.356207E+03,2.367938E-01,8.702538E+03,4.554678E-02,0.000000E+00,0.000000E+00
15:00:00,4.554678E-02,7.780572E+02,4.443844E-01,5.378407E+03,5.427348E+03,4.554678E-02,1.038935E+03,3.694307E-01,4.279090E+03,5.457051E+03,2.367938E-01,8.702539E+03,4.554678E-02,0.000000E+00,0.000000E+00
16:00:00,4.554678E-02,8.197976E+02,4.298876E-01,5.174826E+03,5.210400E+03,4.554678E-02,1.080676E+03,3.551869E-01,4.078450E+03,5.205257E+03,2.367938E-01,8.702539E+03,4.554678E-02,0.000000E+00,0.000000E+00
17:00:00,4.554678E-02,8.754516E+02,3.995959E-01,4.781004E+03,4.801216E+03,4.554678E-02,1.136330E+03,3.254952E-01,3.691555E+03,4.769777E+03,2.367938E-01,8.702540E+03,4.554678E-02,0.000000E+00,0.000000E+00
18:00:00,4.554678E-02,9.450191E+02,3.601584E-01,4.271149E+03,4.275535E+03,4.554678E-02,1.205897E+03,2.866300E-01,3.188328E+03,4.221098E+03,2.367938E-01,8.702540E+03,4.554678E-02,0.000000E+00,0.000000E+00
19:00:00,4.554678E-02,1.049370E+03,2.876537E-01,3.357309E+03,3.326772E+03,4.554678E-02,1.310248E+03,2.157962E-01,2.293470E+03,3.211937E+03,2.367939E-01,8.702540E+03,4.554678E-02,0.000000E+00,0.000000E+00
20:00:00,4.554678E-02,1.125894E+03,1.935747E-01,2.230424E+03,2.152262E+03,4.554678E-02,1.386772E+03,1.271212E-01,1.227308E+03,1.976193E+03,2.367939E-01,8.702541E+03,4.554678E-02,0.000000E+00,0.000000E+00
21:00:00,4.554678E-02,1.188505E+03,1.586591E-01,1.778002E+03,1.693411E+03,4.554678E-02,1.449383E+03,9.360598E-02,7.906661E+02,1.494091E+03,2.367939E-01,8.702541E+03,4.554678E-02,0.000000E+00,0.000000E+00
22:00:00,4.554678E-02,1.251116E+03,1.414803E-01,1.523573E+03,1.438762E+03,4.554678E-02,1.511994E+03,7.583549E-02,5.296810E+02,1.198672E+03,2.367939E-01,8.702541E+03,4.554678E-02,0.000000E+00,0.000000E+00
23:00:00,4.554678E-02,1.299813E+03,1.289969E-01,1.335484E+03,1.246216E+03,4.554678E-02,1.560691E+03,6.342903E-02,3.424919E+02,9.654978E+02,2.367939E-01,8.702542E+03,4.554678E-02,0.000000E+00,0.000000E+00
24:00:00,4.554678E-02,1.348510E+03,1.172693E-01,1.155845E+03,1.057748E+03,4.554678E-02,1.609388E+03,5.202960E-02,1.665574E+02,7.244141E+02,2.367939E-01,8.702542E+03,4.554678E-02,0.000000E+00,0.000000E+00
Coinc Peak   ,2.367939E-01,4.443844E-01,8.702542E+03,5.378407E+03
NonCoinc Peak,2.367939E-01,4.443844E-01,8.702542E+03,5.378407E+03
