Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Zone Thermal Comfort Fanger Model PMV(),Zone Thermal Comfort Fanger Model PPD(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW)
2012/06/01 01:00:00,2.742000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3939737205780636,8.233465636548189,2.742000000000007,2.742000000000007,0.0,3.046666666666674,0.0,2.742000000000007,3.046666666666674
2012/06/01 02:00:00,2.742000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33504131006770616,7.3346577659040975,2.742000000000007,2.742000000000007,0.0,3.046666666666674,0.0,2.742000000000007,3.046666666666674
2012/06/01 03:00:00,2.742000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32647741192015595,7.2163402113343125,2.742000000000007,2.742000000000007,0.0,3.046666666666674,0.0,2.742000000000007,3.046666666666674
2012/06/01 04:00:00,2.742000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3452183579137161,7.479311239289501,2.742000000000007,2.742000000000007,0.0,3.046666666666674,0.0,2.742000000000007,3.046666666666674
2012/06/01 05:00:00,2.8920000000000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3716294682933263,7.875261833956927,2.8920000000000075,2.8920000000000075,0.0,3.213333333333341,0.0,2.8920000000000075,3.213333333333341
2012/06/01 06:00:00,2.2168653809763237,0.0,0.2875978646408204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38312101208389815,8.056821842954747,2.2168653809763237,2.2168653809763237,0.0,2.463183756640359,0.0,2.2168653809763237,2.463183756640359
2012/06/01 07:00:00,3.7603796751792524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3033566369697639,6.912432507096895,3.7603796751792524,3.7603796751792524,0.0,4.178199639088058,0.0,3.7603796751792524,4.178199639088058
2012/06/01 08:00:00,6.256491015656071,0.0,0.5653592749975304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22303817477900106,6.032003960247934,6.256491015656071,6.256491015656071,0.0,6.951656684062301,0.0,6.256491015656071,6.951656684062301
2012/06/01 09:00:00,6.2077840942823705,0.0,1.9786528407601542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0577997495190606,5.069166819343124,6.2077840942823705,6.2077840942823705,0.0,6.897537882535968,0.0,6.2077840942823705,6.897537882535968
2012/06/01 10:00:00,6.190200142456762,0.0,1.891531375187868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032680733371740024,5.022109822152444,6.190200142456762,6.190200142456762,0.0,6.878000158285292,0.0,6.190200142456762,6.878000158285292
2012/06/01 11:00:00,6.183938945017077,0.0,0.9404148405492136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09055573216654828,5.169813399268989,6.183938945017077,6.183938945017077,0.0,6.871043272241197,0.0,6.183938945017077,6.871043272241197
