Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kW),ElectricityProduced:Facility Apparent Power(kW),Net Power(kW),Net Apparent Power(kW),REopt:ElectricityProduced:Total(kw),REopt:Electricity:Load:Total(kw),REopt:Electricity:Grid:ToLoad(kw),REopt:Electricity:Grid:ToBattery(kw),REopt:Electricity:Storage:ToLoad(kw),REopt:Electricity:Storage:ToGrid(kw),REopt:Electricity:Storage:StateOfCharge(pct),REopt:ElectricityProduced:Generator:Total(kw),REopt:ElectricityProduced:Generator:ToBattery(kw),REopt:ElectricityProduced:Generator:ToLoad(kw),REopt:ElectricityProduced:Generator:ToGrid(kw),REopt:ElectricityProduced:PV:Total(kw),REopt:ElectricityProduced:PV:ToBattery(kw),REopt:ElectricityProduced:PV:ToLoad(kw),REopt:ElectricityProduced:PV:ToGrid(kw),REopt:ElectricityProduced:Wind:Total(kw),REopt:ElectricityProduced:Wind:ToBattery(kw),REopt:ElectricityProduced:Wind:ToLoad(kw),REopt:ElectricityProduced:Wind:ToGrid(kw)
2012.0,5.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.244,5.244,0.0,5.826666666666666,0.0,5.244,5.826666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,5.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.244,5.244,0.0,5.826666666666666,0.0,5.244,5.826666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,5.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.244,5.244,0.0,5.826666666666666,0.0,5.244,5.826666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,5.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.244,5.244,0.0,5.826666666666666,0.0,5.244,5.826666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,5.5440000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5440000000000005,5.5440000000000005,0.0,6.159999999999999,0.0,5.5440000000000005,6.159999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,3.8518653809763173,0.0,0.2875978646408204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8518653809763173,3.8518653809763173,0.0,4.279850423307019,0.0,3.8518653809763173,4.279850423307019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,7.454639902634901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.454639902634901,7.454639902634901,0.0,8.28293322514989,0.0,7.454639902634901,8.28293322514989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,12.433442489769593,0.0,2.606864844537544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.433442489769593,12.433442489769593,0.0,13.814936099743992,0.0,12.433442489769593,13.814936099743992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,12.342194888648201,0.0,3.9699471306756147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.342194888648201,12.342194888648201,0.0,13.71354987627578,0.0,12.342194888648201,13.71354987627578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,12.327598045024288,0.0,2.1563558420937383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.327598045024288,12.327598045024288,0.0,13.697331161138099,0.0,12.327598045024288,13.697331161138099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,12.371264755333204,0.0,3.034996854890669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.371264755333204,12.371264755333204,0.0,13.745849728148002,0.0,12.371264755333204,13.745849728148002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,11.666982099652085,0.0,2.452255195781877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666982099652085,11.666982099652085,0.0,12.96331344405787,0.0,11.666982099652085,12.96331344405787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,14.73987741408865,0.0,2.5293212804266263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73987741408865,14.73987741408865,0.0,16.377641571209608,0.0,14.73987741408865,16.377641571209608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,15.350398031686671,0.0,4.189164028682923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.350398031686671,15.350398031686671,0.0,17.05599781298519,0.0,15.350398031686671,17.05599781298519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012.0,14.851104924586453,0.0,1.9976315325804794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.851104924586453,14.851104924586453,0.0,16.501227693984948,0.0,14.851104924586453,16.501227693984948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
