Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),Cooling:Electricity(kWh),Heating:Electricity(kWh),InteriorLights:Electricity(kWh),ExteriorLights:Electricity(kWh),InteriorEquipment:Electricity(kWh),Fans:Electricity(kWh),Pumps:Electricity(kWh),WaterSystems:Electricity(),HeatRejection:Electricity(),HeatRejection:Gas(kBtu),Heating:Gas(kBtu),WaterSystems:Gas(kBtu),InteriorEquipment:Gas(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kVA),ElectricityProduced:Facility Apparent Power(kVA),Net Power(kW),Net Apparent Power(kVA),Ice Thermal Storage End Fraction(),Cooling Coil Ice Thermal Storage End Fraction()
2012/06/01 11:00:00,11.58820688505245,0.0,3.036843881793863,0.10720472101976439,0.0,5.3999999999999915,0.0,3.7799999999999994,2.3008423740186323,0.00015979001406583605,0.0,0.0,0.0,0.0,3.036843881793863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58820688505245,11.58820688505245,0.0,12.875785427836057,0.0,11.58820688505245,12.875785427836057,0.0,1.3093789394891693
2012/06/01 12:00:00,10.66119109112639,0.0,2.4373048854625914,0.006988927093700761,0.0,4.799999999999993,0.0,3.5531999999999986,2.3008423740186323,0.00015979001406583605,0.0,0.0,0.0,0.0,2.4373048854625914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66119109112639,10.66119109112639,0.0,11.845767879029324,0.0,10.66119109112639,11.845767879029324,0.0,1.301342343127625
2012/06/01 13:00:00,11.559497834699943,0.0,2.5426641490059017,0.07849567066725541,0.0,5.3999999999999915,0.0,3.7799999999999994,2.3008423740186323,0.00015979001406583605,0.0,0.0,0.0,0.0,2.5426641490059017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.559497834699943,11.559497834699943,0.0,12.843886482999938,0.0,11.559497834699943,12.843886482999938,0.0,1.2661339419514537
2012/06/01 14:00:00,11.610467611023175,0.0,4.189164028682923,0.12946544699048665,0.0,5.3999999999999915,0.0,3.7799999999999994,2.3008423740186323,0.00015979001406583605,0.0,0.0,0.0,0.0,4.189164028682923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.610467611023175,11.610467611023175,0.0,12.900519567803528,0.0,11.610467611023175,12.900519567803528,0.0,1.1574774631697395
2012/06/01 15:00:00,11.580601266022015,0.0,1.9877335643185496,0.09959910198932642,0.0,5.3999999999999915,0.0,3.7799999999999994,2.3008423740186323,0.00015979001406583605,0.0,0.0,0.0,0.0,1.9877335643185496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.580601266022015,11.580601266022015,0.0,12.86733474002446,0.0,11.580601266022015,12.86733474002446,0.0,1.0950186917808056
2012/06/01 16:00:00,11.489426819548676,0.0,0.8415117637299501,0.00842465551598787,0.0,5.3999999999999915,0.0,3.7799999999999994,2.3008423740186323,0.00015979001406583605,0.0,0.0,0.0,0.0,0.8415117637299501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.489426819548676,11.489426819548676,0.0,12.76602979949853,0.0,11.489426819548676,12.76602979949853,0.0,1.0907022966325597
2012/06/01 17:00:00,7.851002164032693,0.0,5.732759570140308,0.0,0.0,3.659999999999995,0.0,1.8899999999999997,2.3008423740186323,0.00015979001406583605,0.0,0.0,0.0,2.472216079171729,3.260543490968579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.851002164032693,7.851002164032693,0.0,8.723335737814104,0.0,7.851002164032693,8.723335737814104,0.0,1.088839104482238
2012/06/01 18:00:00,3.276159790014062,0.0,1.7259509192086329,0.0,0.0,2.519999999999996,0.0,0.756,0.0,0.00015979001406583605,0.0,0.0,0.0,0.0,1.7259509192086329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.276159790014062,3.276159790014062,0.0,3.6401775444600695,0.0,3.276159790014062,3.6401775444600695,0.0,1.0855397017160426
2012/06/01 19:00:00,3.276159790014062,0.0,2.358539118865983,0.0,0.0,2.519999999999996,0.0,0.756,0.0,0.0001597900140658361,0.0,0.0,0.0,0.0,2.358539118865983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.276159790014062,3.276159790014062,0.0,3.6401775444600695,0.0,3.276159790014062,3.6401775444600695,0.0,1.0820073999310573
2012/06/01 20:00:00,6.020720646931297,0.0,2.5543375327268336,0.0,0.0,1.919999999999997,3.3445608569172336,0.756,0.0,0.00015979001406583605,0.0,0.0,0.0,0.0,2.5543375327268336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.020720646931297,6.020720646931297,0.0,6.689689607701441,0.0,6.020720646931297,6.689689607701441,0.0,1.0788011567723783
2012/06/01 21:00:00,6.020720646931297,0.0,1.5352517484011061,0.0,0.0,1.919999999999997,3.3445608569172336,0.756,0.0,0.00015979001406583605,0.0,0.0,0.0,0.0,1.5352517484011061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.020720646931297,6.020720646931297,0.0,6.689689607701441,0.0,6.020720646931297,6.689689607701441,0.0,1.0752688549873928
2012/06/01 22:00:00,10.832640854993471,0.0,1.6216316412039031,5.352079998076238,0.0,1.3799999999999981,3.3445608569172336,0.756,0.0,0.0,0.0,0.0,0.0,0.0,1.6216316412039031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.832640854993471,10.832640854993471,0.0,12.036267616659412,0.0,10.832640854993471,12.036267616659412,0.0,1.2202790686099059
2012/06/01 23:00:00,10.485577604540318,0.0,0.0,5.305016747623083,0.0,1.0799999999999983,3.3445608569172336,0.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.485577604540318,10.485577604540318,0.0,11.650641782822575,0.0,10.485577604540318,11.650641782822575,0.0,1.4388586327384119
2012/06/02 00:00:00,10.53691107302401,0.0,0.0,5.29291107302401,0.0,1.0799999999999983,2.274000000000002,1.8899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53691107302401,10.53691107302401,0.0,11.707678970026677,0.0,10.53691107302401,11.707678970026677,0.0,1.7286306105163014
