Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),Cooling:Electricity(kWh),Heating:Electricity(kWh),InteriorLights:Electricity(kWh),ExteriorLights:Electricity(kWh),InteriorEquipment:Electricity(kWh),Fans:Electricity(kWh),Pumps:Electricity(kWh),WaterSystems:Electricity(),HeatRejection:Electricity(),HeatRejection:Gas(kBtu),Heating:Gas(kBtu),WaterSystems:Gas(kBtu),InteriorEquipment:Gas(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Cooling Coil Total Cooling Rate(W),ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC ELECTRIC BACKUP HTG COIL(W),ZONE OFFICE WHOLEBUILDING - SM OFFICE  - STORY GROUND PSZ-AC GAS HTG COIL(W),Zone Thermal Comfort Fanger Model PMV(),Zone Thermal Comfort Fanger Model PPD(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kVA),ElectricityProduced:Facility Apparent Power(kVA),Net Power(kW),Net Apparent Power(kVA),Ice Thermal Storage End Fraction(),Cooling Coil Ice Thermal Storage End Fraction()
2012/06/01 11:00:00,3.8052353405087014,0,0.2440678626719189,0.04100335713213295,0.0,1.800000000000005,0.0,1.2600000000000051,0.7041787200385367,5.326333802194553e-05,0,0,0,0.0,0.2440678626719189,0,0,0,0,0,0,0,0,0,0,0,158.99031217531245,0.0,0.0,-0.16144134716314287,5.54014590302593,3.8052353405087014,3.8052353405087014,0.0,4.228039267231891,0.0,3.8052353405087014,4.228039267231891,0,0.659530501877699
2012/06/01 12:00:00,3.491508842601406,0,0.26801826236359566,0.0028768592248376245,0.0,1.6000000000000045,0.0,1.1844000000000046,0.7041787200385367,5.326333802194553e-05,0,0,0,0.0,0.26801826236359566,0,0,0,0,0,0,0,0,0,0,0,182.96824669967293,0.0,0.0,-0.08334598904822853,5.143841839350642,3.491508842601406,3.491508842601406,0.0,3.879454269557118,0.0,3.491508842601406,3.879454269557118,0,0.6551297484305609
2012/06/01 13:00:00,3.792196104850046,0,1.3963880095609784,0.02796412147347774,0.0,1.800000000000005,0.0,1.2600000000000051,0.7041787200385367,5.326333802194553e-05,0,0,0,0.0,1.3963880095609784,0,0,0,0,0,0,0,0,0,0,0,1778.5181257131844,0.0,0.0,0.21227632711838465,5.934630157276175,3.792196104850046,3.792196104850046,0.0,4.213551227611163,0.0,3.792196104850046,4.213551227611163,0,0.6377419574350147
2012/06/01 14:00:00,3.808630732853459,0,1.3963880095609782,0.044398749476890764,0.0,1.800000000000005,0.0,1.2600000000000051,0.7041787200385367,5.326333802194553e-05,0,0,0,0.0,1.3963880095609782,0,0,0,0,0,0,0,0,0,0,0,2823.7604667302526,0.0,0.0,0.40141468050938006,8.357487647256988,3.808630732853459,3.808630732853459,0.0,4.231811925392733,0.0,3.808630732853459,4.231811925392733,0,0.5813419910117809
2012/06/01 15:00:00,3.7955224370263605,0,0.602841956817913,0.03129045364979188,0.0,1.800000000000005,0.0,1.2600000000000051,0.7041787200385367,5.326333802194553e-05,0,0,0,0.0,0.602841956817913,0,0,0,0,0,0,0,0,0,0,0,1990.0728521267638,0.0,0.0,0.32396624349722714,7.182236172461543,3.7955224370263605,3.7955224370263605,0.0,4.217247152251511,0.0,3.7955224370263605,4.217247152251511,0,0.5490481337206636
2012/06/01 16:00:00,3.7642319833765687,0,0.0,0.0,0.0,1.800000000000005,0.0,1.2600000000000051,0.7041787200385367,5.326333802194553e-05,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.23630534370648407,6.158728138630281,3.7642319833765687,3.7642319833765687,0.0,4.182479981529521,0.0,3.7642319833765687,4.182479981529521,0,0.5474119492477751
2012/06/01 17:00:00,2.5542319833765648,0,2.0835637287207383,0.0,0.0,1.2200000000000035,0.0,0.6300000000000026,0.7041787200385367,5.326333802194553e-05,0,0,0,0.9176022520936145,1.1659614766271236,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,215.13813921081348,0.16255130566578713,5.547607344397079,2.5542319833765648,2.5542319833765648,0.0,2.838035537085072,0.0,2.5542319833765648,2.838035537085072,0,0.5467056825688305
2012/06/01 18:00:00,1.0920532633380253,0,1.3963880095609782,0.0,0.0,0.8400000000000023,0.0,0.252000000000001,0.0,5.326333802194553e-05,0,0,0,0.0,1.3963880095609782,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.21439626685515065,5.953427776002044,1.0920532633380253,1.0920532633380253,0.0,1.2133925148200282,0.0,1.0920532633380253,1.2133925148200282,0,0.5454550019915326
2012/06/01 19:00:00,1.0920532633380253,0,0.6610352923427956,0.0,0.0,0.8400000000000023,0.0,0.252000000000001,0.0,5.326333802194553e-05,0,0,0,0.0,0.6610352923427956,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.42619637703243113,8.787631616769332,1.0920532633380253,1.0920532633380253,0.0,1.2133925148200282,0.0,1.0920532633380253,1.2133925148200282,0,0.5441160380793667
2012/06/01 20:00:00,2.01520163500814,0,0.0,0.0,0.0,0.6400000000000017,1.1231483716701152,0.252000000000001,0.0,5.326333802194553e-05,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.6240437605166544,13.171498326156708,2.01520163500814,2.01520163500814,0.0,2.2391129277868225,0.0,2.01520163500814,2.2391129277868225,0,0.5429006708360161
2012/06/01 21:00:00,2.01520163500814,0,0.8370577436206169,0.0,0.0,0.6400000000000017,1.1231483716701152,0.252000000000001,0.0,5.326333802194553e-05,0,0,0,0.0,0.8370577436206169,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.8108861630248541,18.865937061969106,2.01520163500814,2.01520163500814,0.0,2.2391129277868225,0.0,2.01520163500814,2.2391129277868225,0,0.5415617069238501
2012/06/01 22:00:00,3.4992743533622095,0,1.0478046363743494,1.6641259816920917,0.0,0.46000000000000124,1.1231483716701152,0.252000000000001,0.0,0.0,0,0,0,0.0,1.0478046363743494,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.9587830521747686,24.41675736008085,3.4992743533622095,3.4992743533622095,0.0,3.8880826148468994,0.0,3.4992743533622095,3.8880826148468994,0,0.614431204755916
2012/06/01 23:00:00,3.384679285725491,0,0.0,1.6495309140553729,0.0,0.360000000000001,1.1231483716701152,0.252000000000001,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1.1354744162175503,32.15667294121471,3.384679285725491,3.384679285725491,0.0,3.7607547619172124,0.0,3.384679285725491,3.7607547619172124,0,0.7240429152134904
2012/06/02 00:00:00,3.3945587391862015,0,0.0,1.646558739186195,0.0,0.360000000000001,0.7580000000000032,0.6300000000000026,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1.2626235428588335,38.36196166590689,3.3945587391862015,3.3945587391862015,0.0,3.7717319324291125,0.0,3.3945587391862015,3.7717319324291125,0,0.8693468406408571
